1609;Cliente 140;1;1965-05-30;32949;4;51;1;2;1;4
1618;Cliente 141;2;1986-04-24;74868;4;30;2;3;1;3
1756;Cliente 142;1;1959-08-18;22101;1;57;2;2;3;5
1811;Cliente 143;2;1941-11-09;20460;6;75;1;1;1;4
1852;Cliente 144;1;1949-12-04;30328;6;67;2;2;1;4
1892;Cliente 145;1;1992-03-03;97223;4;24;1;1;2;5
2005;Cliente 146;2;1976-11-18;90212;6;40;1;1;1;3
2028;Cliente 147;1;1957-03-30;02891;6;59;1;2;2;4
2131;Cliente 148;1;1959-10-27;58078;4;57;2;1;3;7
2254;Cliente 149;1;1994-09-13;36361;4;22;2;2;2;3
2837;Cliente 150;1;1985-03-11;07458;10;31;1;3;1;2
3158;Cliente 151;1;1951-04-12;35217;2;65;2;2;3;2
3359;Cliente 152;2;1954-06-10;14201;10;62;1;2;1;2
3362;Cliente 153;1;1978-01-09;18936;3;38;1;3;3;7
3419;Cliente 154;1;1953-11-21;70053;4;63;2;4;2;7
3627;Cliente 155;1;1994-01-10;15007;9;22;1;3;1;1
3853;Cliente 156;1;1977-08-24;30350;7;39;2;2;1;5
3858;Cliente 157;2;1959-07-14;03063;3;57;1;1;2;3
3890;Cliente 158;2;1965-06-21;20008;5;51;2;1;2;3
3937;Cliente 159;1;1949-02-18;38122;8;67;2;2;1;3
3988;Cliente 160;1;1976-08-18;88210;6;40;1;2;2;1
4011;Cliente 161;1;1949-12-26;63775;4;67;1;1;1;2
4600;Cliente 162;1;1993-02-12;07960;5;23;1;2;1;1
4916;Cliente 163;2;1943-11-29;11101;6;73;1;4;2;3
4978;Cliente 164;2;1969-02-07;49509;1;47;1;1;1;3
4979;Cliente 165;2;1974-12-14;20601;8;42;1;2;2;1
4983;Cliente 166;1;1969-06-14;48072;5;47;1;2;1;2
5024;Cliente 167;2;1946-11-01;55431;4;70;3;1;2;5
5032;Cliente 168;1;1982-06-23;28160;2;34;3;2;1;2
5102;Cliente 169;1;1970-09-18;60610;1;46;1;3;1;6
5140;Cliente 170;2;1978-03-17;68510;4;38;1;3;1;6
5258;Cliente 171;2;1975-01-07;92503;1;41;2;1;3;2
5348;Cliente 172;1;1945-09-30;80403;5;71;1;1;1;4
5486;Cliente 173;1;1962-03-22;77084;7;54;2;2;1;1
5563;Cliente 174;1;1945-01-29;92377;8;71;2;1;3;4
5601;Cliente 175;1;1991-01-01;35560;6;25;1;2;2;4
5970;Cliente 176;2;1993-12-04;91748;3;23;1;2;2;1
6184;Cliente 177;2;1941-07-11;02864;6;75;1;2;3;2
6323;Cliente 178;1;1971-07-21;06516;4;45;2;3;2;5
6353;Cliente 179;1;1944-06-20;11804;6;72;1;2;1;1
6399;Cliente 180;2;1944-08-12;29593;4;72;2;1;3;4
6627;Cliente 181;2;1951-03-22;19898;10;65;2;3;1;3
6699;Cliente 182;1;1997-08-10;28802;6;19;2;1;2;2
7124;Cliente 183;2;1992-07-03;77098;7;24;3;1;2;6
7202;Cliente 184;2;1985-10-24;49509;1;31;1;3;2;7
7471;Cliente 185;1;1986-08-30;07014;10;30;1;1;2;5
7584;Cliente 186;2;1986-04-30;67152;4;30;1;3;1;5
7694;Cliente 187;1;1982-10-04;65201;6;34;1;3;2;3
7712;Cliente 188;1;1992-07-31;21401;2;24;1;3;2;2
7782;Cliente 189;2;1986-07-27;77084;1;30;1;1;2;2
7896;Cliente 190;2;1946-11-10;53713;5;70;2;1;1;4
7918;Cliente 191;2;1977-01-04;48072;7;39;1;1;1;2
8004;Cliente 192;2;1957-05-21;75207;4;59;1;1;1;4
8022;Cliente 193;2;1979-09-15;92334;1;37;2;1;1;7
8067;Cliente 194;2;1952-12-20;15222;9;64;2;2;1;5
8109;Cliente 195;1;1981-11-24;10166;5;35;2;1;1;5
8158;Cliente 196;2;1955-06-05;06762;2;61;2;3;1;1
8328;Cliente 197;2;1968-10-15;33334;5;48;1;1;2;4
8421;Cliente 198;2;1945-10-28;48352;4;71;2;1;1;3
8708;Cliente 199;2;1947-05-16;34952;7;69;2;1;2;1
8993;Cliente 200;2;1968-08-22;05819;5;48;3;1;2;3
9219;Cliente 201;2;1945-08-31;21223;5;71;2;1;1;3
9387;Cliente 202;2;1958-05-07;98003;8;58;2;2;1;1
9487;Cliente 203;1;1976-08-27;76503;10;40;1;1;2;2
9531;Cliente 204;1;1941-05-07;24502;4;75;1;1;1;1
9737;Cliente 205;2;1987-11-26;37950;9;29;1;2;2;3
9795;Cliente 206;2;1964-10-22;04963;7;52;1;4;1;6
9800;Cliente 207;2;1968-06-01;45307;7;48;2;3;1;5
9832;Cliente 208;1;1974-01-02;22101;2;42;1;1;1;3
230;Cliente 209;1;1981-05-20;91324;3;35;1;2;1;2
252;Cliente 210;1;1984-06-26;17405;2;32;2;2;1;3
299;Cliente 211;1;1954-12-06;37743;2;62;3;2;1;6
341;Cliente 212;1;1979-06-13;11364;4;37;3;4;1;3
370;Cliente 213;1;1962-10-26;92707;8;54;2;4;3;1
383;Cliente 214;2;1979-10-28;48207;3;37;2;1;2;1
402;Cliente 215;2;1947-07-18;16843;8;69;1;4;2;4
636;Cliente 216;1;1941-01-04;21239;3;75;1;1;1;1
641;Cliente 217;1;1971-02-18;54981;8;45;1;1;2;2
829;Cliente 218;1;1973-11-07;01453;5;43;1;2;1;3
869;Cliente 219;1;1963-04-05;30383;10;53;3;2;1;2
955;Cliente 220;1;1943-01-29;90011;8;73;1;1;1;3
1035;Cliente 221;1;1971-11-21;19898;10;45;3;3;2;4
1122;Cliente 222;1;1941-10-22;77074;5;75;3;2;1;3
1180;Cliente 223;2;1993-12-23;11501;1;23;2;1;1;1
1228;Cliente 224;1;1956-01-30;44102;7;60;3;4;1;3
1430;Cliente 225;1;1943-03-14;06497;3;73;3;3;1;3
1582;Cliente 226;1;1995-03-27;55069;6;21;3;4;1;5
1797;Cliente 227;2;1979-07-01;33166;4;37;1;2;3;3
1928;Cliente 228;2;1952-11-01;89103;7;64;1;2;1;6
2018;Cliente 229;2;1948-05-24;97402;7;68;1;2;2;3
2039;Cliente 230;1;1942-08-22;61238;5;74;2;2;2;2
2111;Cliente 231;1;1975-09-21;03755;6;41;2;1;1;5
2179;Cliente 232;1;1947-07-11;93030;9;69;2;1;1;2
2203;Cliente 233;1;1942-11-22;48126;4;74;2;3;1;2
2354;Cliente 234;1;1966-12-20;39552;4;50;1;2;2;7
2355;Cliente 235;1;1976-05-22;43219;6;40;1;2;1;1
2446;Cliente 236;1;1975-12-22;60628;4;41;1;4;2;2
2461;Cliente 237;2;1959-11-05;72650;10;57;2;2;1;3
2599;Cliente 238;1;1955-07-06;06706;4;61;1;1;2;5
2629;Cliente 239;1;1984-05-21;11378;7;32;1;2;1;5
2725;Cliente 240;1;1963-06-01;37605;4;53;1;4;3;2
2726;Cliente 241;2;1950-08-26;90266;4;66;3;2;1;1
2747;Cliente 242;2;1967-10-13;48126;9;49;3;1;1;2
2825;Cliente 243;1;1958-04-15;11747;5;58;2;2;1;1
3066;Cliente 244;1;1952-03-06;78148;1;64;3;2;2;6
3087;Cliente 245;1;1991-04-17;33475;9;25;1;3;3;2
3149;Cliente 246;1;1945-01-05;97223;6;71;3;2;2;1
3244;Cliente 247;1;1984-07-21;02886;4;32;1;2;2;5
3488;Cliente 248;2;1987-04-06;37917;4;29;3;2;1;1
3495;Cliente 249;1;1944-04-04;30183;4;72;2;2;2;4
3545;Cliente 250;2;1973-05-17;93455;5;43;3;2;1;2
3576;Cliente 251;2;1945-03-19;29649;3;71;3;1;2;5
3582;Cliente 252;2;1955-11-29;23917;3;61;1;4;2;2
3688;Cliente 253;2;1978-06-16;98201;4;38;1;1;2;3
3747;Cliente 254;2;1964-01-10;38122;9;52;3;2;1;6
3751;Cliente 255;1;1963-03-25;13221;6;53;1;4;2;7
3768;Cliente 256;1;1945-07-28;33701;1;71;3;1;3;3
3822;Cliente 257;2;1943-02-13;33613;2;73;1;2;1;5
3843;Cliente 258;2;1957-05-02;77060;5;59;2;1;1;6
3990;Cliente 259;1;1996-09-06;34952;4;20;3;1;2;1
4009;Cliente 260;2;1970-05-16;62202;6;46;3;1;1;2
4021;Cliente 261;1;1966-05-11;77505;7;50;3;2;3;2
4154;Cliente 262;1;1969-12-21;33475;7;47;2;1;2;4
4174;Cliente 263;1;1943-04-29;60949;2;73;1;1;3;2
4247;Cliente 264;1;1975-03-19;59923;8;41;1;3;3;1
4255;Cliente 265;2;1975-05-04;44132;5;41;3;4;3;3
4397;Cliente 266;2;1995-08-20;75240;9;21;1;1;1;6
4463;Cliente 267;1;1971-11-01;98201;10;45;1;2;2;2
4542;Cliente 268;1;1960-04-09;60949;1;56;2;2;1;1
4570;Cliente 269;1;1942-12-02;07071;1;74;1;3;2;3
4571;Cliente 270;2;1943-10-31;73068;10;73;2;2;1;2
4610;Cliente 271;2;1989-08-03;39216;6;27;1;4;2;4
4716;Cliente 272;2;1975-10-10;92649;6;41;3;1;1;6
4786;Cliente 273;1;1997-07-15;80736;7;19;2;4;3;5
4849;Cliente 274;1;1945-02-28;62231;4;71;3;1;1;3
4872;Cliente 275;1;1952-12-03;20036;3;64;1;1;2;2
4991;Cliente 276;1;1965-04-13;46032;4;51;3;1;1;4
5064;Cliente 277;2;1991-05-02;21237;1;25;1;1;1;1
5135;Cliente 278;1;1973-08-03;77060;4;43;1;1;3;4
5213;Cliente 279;2;1980-09-10;07514;7;36;2;2;3;3
5248;Cliente 280;2;1942-10-04;38122;6;74;1;3;1;6
5289;Cliente 281;2;1989-05-06;03061;5;27;3;2;3;4
5412;Cliente 282;1;1947-07-04;53022;2;69;2;1;2;3
5443;Cliente 283;2;1962-10-31;73116;5;54;1;1;1;2
5455;Cliente 284;2;1957-10-14;48226;7;59;3;3;1;3
5735;Cliente 285;1;1954-02-20;19522;5;62;1;1;3;2
5763;Cliente 286;1;1991-06-12;03061;9;25;2;1;1;1
5808;Cliente 287;2;1948-06-20;16843;7;68;1;1;1;5
6053;Cliente 288;1;1981-02-24;13492;7;35;2;3;2;1
6090;Cliente 289;2;1982-12-07;44314;4;34;1;2;1;1
6175;Cliente 290;2;1957-12-14;11727;9;59;1;2;1;5
6223;Cliente 291;2;1942-04-06;99115;4;74;1;1;2;4
6230;Cliente 292;1;1966-07-27;37917;5;50;1;3;2;2
6330;Cliente 293;2;1990-11-20;07458;6;26;2;2;2;3
6517;Cliente 294;2;1985-11-13;33475;9;31;1;3;1;5
6542;Cliente 295;2;1968-07-08;98122;2;48;2;1;1;3
6737;Cliente 296;1;1973-06-21;62202;9;43;1;2;2;1
6794;Cliente 297;1;1969-02-15;33701;5;47;1;1;2;5
6931;Cliente 298;1;1945-06-30;65808;6;71;2;3;2;5
6952;Cliente 299;2;1977-08-24;28760;2;39;2;3;2;2
7025;Cliente 300;2;1972-02-04;91766;5;44;2;1;2;4
7041;Cliente 301;1;1943-05-22;36303;5;73;1;2;2;5
7139;Cliente 302;1;1957-08-18;14201;5;59;1;1;1;6
7188;Cliente 303;2;1945-04-09;10174;5;71;1;2;1;1
7204;Cliente 304;2;1954-06-22;98004;6;62;1;1;3;1
7323;Cliente 305;1;1948-08-06;48072;4;68;2;1;3;1
7443;Cliente 306;1;1960-02-20;85301;7;56;1;3;2;5
7454;Cliente 307;1;1941-11-24;48442;6;75;1;4;3;2
7501;Cliente 308;1;1976-04-26;80403;4;40;2;1;3;1
7558;Cliente 309;2;1962-11-04;07114;3;54;2;1;1;2
7654;Cliente 310;1;1952-12-05;11413;6;64;1;2;2;1
7661;Cliente 311;1;1949-12-03;91745;9;67;2;3;2;5
7676;Cliente 312;1;1988-06-08;28128;1;28;1;2;2;1
7692;Cliente 313;2;1950-12-07;10017;1;66;3;3;1;5
7757;Cliente 314;1;1989-06-19;53219;8;27;1;4;2;1
7883;Cliente 315;1;1942-01-31;45242;5;74;1;1;1;3
7914;Cliente 316;1;1956-12-31;48352;6;60;1;1;3;2
7927;Cliente 317;2;1995-12-15;46032;8;21;2;1;1;1
8115;Cliente 318;1;1972-06-24;72650;5;44;2;1;1;6
8133;Cliente 319;1;1980-06-12;72650;7;36;2;1;1;3
8232;Cliente 320;2;1994-08-21;80010;3;22;1;2;1;3
8253;Cliente 321;2;1950-05-02;49093;4;66;1;2;2;1
8431;Cliente 322;2;1977-05-24;77566;4;39;2;3;2;6
8523;Cliente 323;1;1986-09-26;60650;4;30;3;1;1;4
8637;Cliente 324;2;1981-05-13;17405;10;35;1;2;2;2
8891;Cliente 325;1;1993-06-20;91411;4;23;1;1;1;1
9000;Cliente 326;2;1964-08-28;21237;4;52;1;3;1;7
9070;Cliente 327;2;1966-04-02;92630;2;50;3;1;1;5
9140;Cliente 328;2;1965-03-11;93030;6;51;2;3;2;1
9158;Cliente 329;2;1947-07-28;05819;2;69;1;2;3;2
9167;Cliente 330;1;1942-09-24;20705;8;74;2;2;1;4
9181;Cliente 331;1;1979-09-25;06144;10;37;2;2;2;1
9205;Cliente 332;1;1947-06-16;70126;7;69;2;3;2;2
9211;Cliente 333;1;1965-05-18;38122;4;51;2;2;1;5
9322;Cliente 334;1;1995-05-14;56520;1;21;2;3;1;3
9566;Cliente 335;1;1960-08-05;73761;2;56;1;2;1;5
9567;Cliente 336;2;1980-06-12;50313;8;36;2;2;1;1
9568;Cliente 337;1;1974-01-23;07013;3;42;3;1;2;3
9721;Cliente 338;1;1971-08-11;43219;7;45;2;3;1;2
9723;Cliente 339;1;1960-09-01;90017;5;56;1;2;1;3
9807;Cliente 340;1;1960-04-13;98011;10;56;2;2;3;7
9809;Cliente 341;1;1992-11-30;20705;4;24;1;1;1;3
9843;Cliente 342;2;1965-03-02;19355;5;51;1;1;2;3
9959;Cliente 343;1;1985-05-29;77084;8;31;1;1;2;1
153;Cliente 344;2;1946-09-04;28127;1;70;1;3;2;2
182;Cliente 345;1;1970-06-27;06762;5;46;2;4;1;2
202;Cliente 346;1;1970-11-13;19047;10;46;3;2;3;1
391;Cliente 347;1;1966-04-04;90501;2;50;1;3;3;5
404;Cliente 348;2;1963-07-15;20045;5;53;2;1;1;3
522;Cliente 349;2;1978-07-17;41169;4;38;1;1;1;4
586;Cliente 350;2;1943-03-08;29693;4;73;1;1;3;3
771;Cliente 351;1;1942-10-23;77027;10;74;2;3;1;3
886;Cliente 352;2;1984-11-18;48072;7;32;2;2;1;3
948;Cliente 353;1;1981-05-11;19482;7;35;1;1;1;6
1016;Cliente 354;1;1962-01-02;29593;6;54;1;1;1;1
1063;Cliente 355;1;1957-08-19;62705;9;59;1;2;2;6
1107;Cliente 356;2;1958-04-02;02138;4;58;2;2;2;2
1215;Cliente 357;2;1997-02-09;67215;9;19;2;2;2;1
1329;Cliente 358;1;1986-04-06;58078;5;30;2;1;3;2
1420;Cliente 359;1;1965-03-02;60005;2;51;2;2;3;4
1441;Cliente 360;1;1959-04-02;70053;5;57;1;1;2;2
1555;Cliente 361;1;1986-06-24;72316;8;30;2;1;3;4
1720;Cliente 362;2;1994-06-06;24874;3;22;3;1;2;2
1738;Cliente 363;2;1965-10-28;90212;5;51;2;3;2;5
2233;Cliente 364;1;1995-04-09;77060;4;21;1;1;1;2
2284;Cliente 365;2;1992-02-25;44646;4;24;2;1;1;4
2307;Cliente 366;2;1989-04-25;47402;10;27;2;1;2;3
2313;Cliente 367;1;1966-10-31;35902;6;50;3;1;1;3
2460;Cliente 368;2;1955-04-05;92641;3;61;1;2;1;1
2573;Cliente 369;2;1982-05-05;60628;8;34;3;2;2;1
2642;Cliente 370;2;1963-03-23;63775;2;53;3;2;3;3
2666;Cliente 371;1;1944-11-07;85301;1;72;1;3;1;4
2708;Cliente 372;2;1949-04-03;20005;4;67;1;1;1;1
2793;Cliente 373;2;1997-09-03;13221;5;19;1;3;1;3
3175;Cliente 374;2;1964-01-10;55442;9;52;1;1;3;6
3207;Cliente 375;2;1980-05-27;93618;8;36;1;2;1;1
3293;Cliente 376;1;1974-03-21;54904;7;42;2;1;1;1
3384;Cliente 377;1;1986-01-29;71742;4;30;1;2;2;5
3640;Cliente 378;1;1980-07-20;54304;4;36;2;3;1;6
3905;Cliente 379;2;1955-02-17;10017;4;61;1;2;1;3
4082;Cliente 380;2;1950-01-19;97221;1;66;1;4;3;1
4172;Cliente 381;1;1959-05-10;50313;1;57;3;3;1;2
4257;Cliente 382;1;1965-12-14;07470;8;51;1;1;3;3
4328;Cliente 383;2;1992-07-18;32963;4;24;2;4;2;1
4390;Cliente 384;1;1975-03-05;19134;6;41;1;3;1;2
4410;Cliente 385;1;1949-12-03;19898;5;67;1;1;1;1
4526;Cliente 386;2;1954-12-23;75016;7;62;2;4;1;4
4565;Cliente 387;2;1972-01-16;98108;10;44;2;4;3;4
4654;Cliente 388;1;1950-04-03;37917;5;66;1;4;2;4
4757;Cliente 389;2;1981-06-19;97402;9;35;3;3;2;4
4763;Cliente 390;1;1970-07-09;11413;8;46;2;1;1;6
4877;Cliente 391;1;1985-11-12;20008;8;31;2;1;2;2
5117;Cliente 392;2;1981-03-02;39216;10;35;1;4;1;1
5280;Cliente 393;1;1962-07-10;37757;1;54;2;1;1;2
5319;Cliente 394;1;1949-07-28;01905;4;67;1;2;2;5
5565;Cliente 395;2;1995-06-03;17801;9;21;3;1;1;1
5626;Cliente 396;1;1942-02-19;03755;4;74;2;2;1;5
5678;Cliente 397;1;1956-02-15;30350;1;60;2;1;1;6
5709;Cliente 398;2;1994-08-11;77401;5;22;1;1;1;5
5893;Cliente 399;1;1993-10-18;76503;7;23;1;1;2;1
5955;Cliente 400;2;1984-02-18;90212;7;32;2;2;1;4
6149;Cliente 401;2;1978-04-13;29009;4;38;2;3;1;1
6165;Cliente 402;1;1948-08-24;48152;8;68;3;2;2;2
6322;Cliente 403;2;1983-05-12;75496;1;33;1;2;1;4
6530;Cliente 404;2;1959-05-28;68510;5;57;2;4;1;6
6750;Cliente 405;1;1990-10-04;85253;6;26;2;4;2;2
6801;Cliente 406;2;1981-06-28;75207;4;35;1;3;3;1
6803;Cliente 407;1;1992-06-06;07451;5;24;2;1;2;1
6814;Cliente 408;2;1983-07-18;28160;6;33;2;2;3;4
6862;Cliente 409;2;1994-02-07;22801;2;22;1;1;1;1
6899;Cliente 410;1;1977-06-04;49512;4;39;2;1;3;2
6945;Cliente 411;2;1945-02-28;67062;7;71;1;2;2;4
7103;Cliente 412;2;1977-03-11;93901;5;39;2;2;1;6
7140;Cliente 413;1;1991-10-27;01905;6;25;2;2;2;4
